Code,Text,DDD,Ebene,Parent
A13AP,Pflanzliche Tonika,,4,A13A
A13AP01,Eleutherococcuswurzel,,5,A13AP
A13AP02,Ginsengwurzel,,5,A13AP
A13AP10,Verschiedene,,5,A13AP
A13AP30,Kombinationen,,5,A13AP
A14,ANABOLIKA ZUR SYSTEMISCHEN ANWENDUNG,,2,A
A14A,ANABOLE STEROIDE,,3,A14
A14AA,Androstan-Derivate,,4,A14A
A14AA01,Androstanolon,,5,A14AA
A14AA02,Stanozolol,"5 mg O; 3,5 mg P",5,A14AA
A14AA03,Metandienon,5 mg O,5,A14AA
A14AA04,Metenolon,10 mg O; 7 mg P,5,A14AA
A14AA05,Oxymetholon,"0,25 g O",5,A14AA
A14AA06,Quinbolon,,5,A14AA
A14AA07,Prasteron,,5,A14AA
A14AA08,Oxandrolon,,5,A14AA
A14AA09,Norethandrolon,,5,A14AA
A14AA10,Chlordehydromethyltestosteron,,5,A14AA
A14AA11,Clostebol,,5,A14AA
A14AA50,"Andere Androstan-Derivate, Kombinationen",,5,A14AA
A14AB,Estren-Derivate,,4,A14A
A14AB01,Nandrolon,2 mg P,5,A14AB
A14AB02,Ethylestrenol,2 mg O,5,A14AB
A14AB03,Oxaboloncipionat,,5,A14AB
A14B,ANDERE ANABOLIKA,,3,A14
A15,APPETIT STIMULIERENDE MITTEL,,2,A
A15A,APPETIT STIMULIERENDE MITTEL,,3,A15
A15AA,Appetit stimulierende Mittel,,4,A15A
A15AA01,Cyproheptadin,,5,A15AA
A15AA02,Pizotifen,,5,A15AA
A15AA50,"Andere Appetit stimulierende Mittel, Kombinationen",,5,A15AA
A15AA51,"Cyproheptadin, Kombinationen",,5,A15AA
A16,ANDERE MITTEL FÜR DAS ALIMENTÄRE SYSTEM UND DEN STOFFWECHSEL,,2,A
A16A,ANDERE MITTEL FÜR DAS ALIMENTÄRE SYSTEM UND DEN STOFFWECHSEL,,3,A16
A16AA,Aminosäuren und Derivate,,4,A16A
A16AA01,Levocarnitin,"2 g O,P",5,A16AA
A16AA02,Ademetionin,,5,A16AA
A16AA03,Glutamin,,5,A16AA
A16AA04,Mercaptamin,2 g O,5,A16AA
A16AA05,Carglumsäure,"0,2 g O",5,A16AA
A16AA06,Betain,6 g O,5,A16AA
A16AA07,Metreleptin,5 mg P ,5,A16AA
A16AA11,Tiopronin,,5,A16AA
A16AA50,"Andere Aminosäuren, Kombinationen",,5,A16AA
A16AB,Enzyme,,4,A16A
A16AB01,Alglucerase,,5,A16AB
A16AB02,Imiglucerase,300 E P,5,A16AB
A16AB03,Agalsidase alfa,1 mg P,5,A16AB
A16AB04,Agalsidase beta,5 mg P,5,A16AB
A16AB05,Laronidase,1 TSD E P,5,A16AB
A16AB06,Sacrosidase,68 TSD E O,5,A16AB
A16AB07,Alglucosidase alfa,"0,1 g P",5,A16AB
A16AB08,Galsulfase,,5,A16AB
A16AB09,Idursulfase,5 mg P ,5,A16AB
A16AB10,Velaglucerase alfa,300 E P,5,A16AB
A16AB11,Taliglucerase alfa,,5,A16AB
A16AB12,Elosulfase alfa,20 mg P; 7 mg P Kinder DDD ,5,A16AB
A16AB13,Asfotase alfa,"21,4 mg P Kinder DDD ",5,A16AB
A16AB14,Sebelipase alfa,5 mg P; 2 mg P Kinder DDD ,5,A16AB
A16AB15,Velmanase alfa,10 mg P ,5,A16AB
A16AB16,Idursulfase beta,,5,A16AB
A16AB17,Cerliponase alfa,21 mg P Kinder DDD,5,A16AB
A16AB18,Vestronidase alfa,20 mg P ,5,A16AB
A16AB19,Pegvaliase,30 mg P ,5,A16AB
A16AX,Sonstige Mittel für das alimentäre System und den Stoffwechsel,,4,A16A
A16AX01,Thioctsäure (Alpha-Liponsäure),"0,6 g O,P",5,A16AX
A16AX02,Anetholtrithion,,5,A16AX
A16AX03,Natriumphenylbutyrat,20 g O,5,A16AX
A16AX04,Nitisinon,20 mg O,5,A16AX
A16AX05,Zinkacetat,"0,15 g O",5,A16AX
A16AX06,Miglustat,"0,3 g O",5,A16AX
A16AX07,Sapropterin,"0,7 g O ",5,A16AX
A16AX08,Teduglutid,"5 mg P; 1,25 mg P Kinder DDD ",5,A16AX
A16AX09,Glycerolphenylbutyrat,15 g O,5,A16AX
A16AX10,Eliglustat,"0,168 g O",5,A16AX
A16AX11,Natriumbenzoat,,5,A16AX
A16AX12,Trientin,"0,7 g O Trientintetrahydrochlorid bezogen auf die Base ",5,A16AX
A16AX13,Uridintriacetat,,5,A16AX
A16AX14,Migalastat,"61,5 mg O",5,A16AX
A16AX15,Telotristat,"0,75 g O",5,A16AX
A16AX16,Givosiran,,5,A16AX
A16AX30,Natriumbenzoat und Natriumphenylacetat,,5,A16AX
B,BLUT UND BLUTBILDENDE ORGANE,,1,
B01,ANTITHROMBOTISCHE MITTEL,,2,B
B01A,ANTITHROMBOTISCHE MITTEL,,3,B01
B01AA,Vitamin-K-Antagonisten,,4,B01A
B01AA01,Dicoumarol,"0,1 g O",5,B01AA
B01AA02,Phenindion,"0,1 g O",5,B01AA
B01AA03,Warfarin,"7,5 mg O,P",5,B01AA
B01AA04,Phenprocoumon,3 mg O,5,B01AA
B01AA07,Acenocoumarol,5 mg O,5,B01AA
B01AA08,Ethylbiscoumacetat,"0,6 g O",5,B01AA
B01AA09,Clorindion,,5,B01AA
B01AA10,Diphenadion,,5,B01AA
B01AA11,Tioclomarol,,5,B01AA
B01AA12,Fluindion,,5,B01AA
B01AB,Heparingruppe,,4,B01A
B01AB01,Heparin,10 TSD E P,5,B01AB
B01AB02,"Antithrombin III, Antithrombin alfa ","2,1 TSD E P; 7,5 TSD E P bezogen auf Antithrombin alfa ",5,B01AB
B01AB04,Dalteparin,"2,5 TSD E P anti Xa",5,B01AB
B01AB05,Enoxaparin,2 TSD E P anti Xa,5,B01AB
B01AB06,Nadroparin,"2,85 TSD E P anti Xa",5,B01AB
B01AB07,Parnaparin,"3,2 TSD E P anti Xa",5,B01AB
B01AB08,Reviparin,"1,43 TSD E P anti Xa",5,B01AB
B01AB09,Danaparoid,"1,5 TSD E P anti Xa",5,B01AB
B01AB10,Tinzaparin,"3,5 TSD E P anti Xa",5,B01AB
B01AB11,Sulodexid,"500 LSU O,P (Lipoprotein-Lipase-Releasing-Einheiten)",5,B01AB
B01AB12,Bemiparin,"2,5 TSD E P",5,B01AB
B01AB13,Certoparin,3 TSD E P anti Xa ,5,B01AB
B01AB51,"Heparin, Kombinationen",,5,B01AB
B01AB63,"Certoparin, Kombinationen",,5,B01AB
B01AC,"Thrombozytenaggregationshemmer, exkl. Heparin",,4,B01A
B01AC01,Ditazol,,5,B01AC
B01AC02,Cloricromen,,5,B01AC
B01AC03,Picotamid,,5,B01AC
B01AC04,Clopidogrel,75 mg O,5,B01AC
B01AC05,Ticlopidin,"0,5 g O",5,B01AC
B01AC06,Acetylsalicylsäure,1 Tablette O (unabhängig von der Wirkstärke),5,B01AC
B01AC07,Dipyridamol,"0,4 g O; 0,2 g P",5,B01AC
B01AC08,Carbasalat calcium,1 Tablette O,5,B01AC
B01AC09,Epoprostenol,38 mcg P ,5,B01AC
B01AC10,Indobufen,,5,B01AC
B01AC11,Iloprost,"0,15 mg Inhal.lösung; 50 mcg P",5,B01AC
B01AC12,Sulfinpyrazon,,5,B01AC
B01AC13,Abciximab,25 mg P,5,B01AC
B01AC15,Aloxiprin,,5,B01AC
B01AC16,Eptifibatid,"0,2 g P",5,B01AC
B01AC17,Tirofiban,10 mg P,5,B01AC
B01AC18,Triflusal,"0,6 g O",5,B01AC
B01AC19,Beraprost,,5,B01AC
B01AC21,Treprostinil,"4,3 mg P",5,B01AC
B01AC22,Prasugrel,10 mg O,5,B01AC
B01AC23,Cilostazol,"0,2 g O",5,B01AC
B01AC24,Ticagrelor,"0,18 g O",5,B01AC
B01AC25,Cangrelor,50 mg P,5,B01AC
B01AC26,Vorapaxar,"2,08 mg O",5,B01AC
B01AC27,Selexipag,"1,8 mg O",5,B01AC
B01AC30,Kombinationen,,5,B01AC
B01AC34,Clopidogrel und Acetylsalicylsäure,75 mg O bezogen auf Clopidogrel ,5,B01AC
B01AC36,Dipyridamol und Acetylsalicylsäure,"0,4 g O bezogen auf Dipyridamol ",5,B01AC
B01AC56,"Acetylsalicylsäure, Kombinationen mit Protonenpumpenhemmern",,5,B01AC
B01AC86,Acetylsalicylsäure und Esomeprazol,Standarddosis: 1 DE O ,5,B01AC
B01AD,Enzyme,,4,B01A
B01AD01,Streptokinase,"1,5 MIO E P",5,B01AD
B01AD02,Alteplase,"0,1 g P",5,B01AD
B01AD03,Anistreplase,30 E P,5,B01AD
B01AD04,Urokinase,3 MIO E P,5,B01AD
B01AD05,Fibrinolysin,,5,B01AD
B01AD06,Brinase,,5,B01AD
B01AD07,Reteplase,20 E P,5,B01AD
B01AD08,Saruplase,,5,B01AD
B01AD09,Ancrod,,5,B01AD
B01AD10,Drotrecogin alfa (aktiviert),40 mg P,5,B01AD
B01AD11,Tenecteplase,40 mg P,5,B01AD
B01AD12,Protein C,,5,B01AD
B01AD51,"Streptokinase, Kombinationen",,5,B01AD
B01AE,Direkte Thrombininhibitoren,,4,B01A
B01AE01,Desirudin,30 mg P,5,B01AE
B01AE02,Lepirudin,"0,25 g P",5,B01AE
B01AE03,Argatroban,"0,2 g P",5,B01AE
B01AE04,Melagatran,6 mg P,5,B01AE
B01AE05,Ximelagatran,48 mg O,5,B01AE
B01AE06,Bivalirudin,"0,25 g P",5,B01AE
B01AE07,Dabigatranetexilat,"0,3 g O",5,B01AE
B01AF,Direkte Faktor-Xa-Inhibitoren,,4,B01A
B01AF01,Rivaroxaban,20 mg O,5,B01AF
B01AF02,Apixaban,10 mg O,5,B01AF
B01AF03,Edoxaban,60 mg O,5,B01AF
B01AF04,Betrixaban,,5,B01AF
B01AX,Andere antithrombotische Mittel,,4,B01A
B01AX01,Defibrotid,"1,75 g P",5,B01AX
B01AX04,Chondroitinsulfat B,,5,B01AX
B01AX05,Fondaparinux,"2,5 mg P",5,B01AX
B01AX07,Caplacizumab,10 mg P ,5,B01AX
B01AX11,Natriumpentosanpolysulfat,,5,B01AX
B01AY,Enzyme zu lokalen Anwendung,,4,B01A
B01AY01,Streptokinase,,5,B01AY
B01AY02,Urokinase,25 TSD E P ,5,B01AY
B02,ANTIHÄMORRHAGIKA,,2,B
B02A,ANTIFIBRINOLYTIKA,,3,B02
B02AA,Aminosäuren,,4,B02A
B02AA01,Aminocapronsäure,"16 g O,P",5,B02AA
B02AA02,Tranexamsäure,"2 g O,P",5,B02AA
B02AA03,Aminomethylbenzoesäure,"0,25 g O",5,B02AA
B02AB,Proteinasehemmer,,4,B02A
B02AB01,Aprotinin,500 TSD E P,5,B02AB
B02AB02,Alfa1-Antitrypsin,"0,6 g P",5,B02AB
B02AB04,Camostat,,5,B02AB
B02AB05,Ulinastatin,,5,B02AB
B02B,VITAMIN K UND ANDERE HÄMOSTATIKA,,3,B02
B02BA,Vitamin K,,4,B02B
B02BA01,Phytomenadion,"20 mg O,P",5,B02BA
B02BA02,Menadion,10 mg O; 2 mg P,5,B02BA
B02BB,Fibrinogene,,4,B02B
B02BB01,"Fibrinogen, human",5 g P,5,B02BB
B02BC,Lokale Hämostatika,,4,B02B
B02BC01,Absorbierbarer Gelatineschwamm,Standarddosis: 1 DE T ,5,B02BC
B02BC02,Oxidierte Zellulose,Standarddosis: 1 DE T ,5,B02BC
B02BC03,Tetragalacturonsäurehydroxymethylester,,5,B02BC
B02BC05,Adrenalon,,5,B02BC
B02BC06,Thrombin,,5,B02BC
B02BC07,Kollagen,Standarddosis: 1 DE T ,5,B02BC
B02BC08,Calciumalginat,,5,B02BC
B02BC09,Epinephrin,,5,B02BC
B02BC12,Thromboplastin,,5,B02BC
B02BC13,Polyglycolsäure,,5,B02BC
B02BC14,Gelatine,,5,B02BC
B02BC30,Kombinationen,,5,B02BC
B02BC51,"Blutgerinnungsfaktoren, Kombinationen",,5,B02BC
B02BC57,"Kollagen, Kombinationen",Standarddosis: 1 DE T ,5,B02BC
B02BD,Blutgerinnungsfaktoren,,4,B02B
B02BD01,"Blutgerinnungsfaktoren IX, II, VII und X in Kombination","1,6 TSD E P bezogen auf Blutgerinnungsfaktor IX ",5,B02BD
B02BD02,Blutgerinnungsfaktor VIII,1 TSD E P ,5,B02BD
B02BD03,Faktor-VIII-Inhibitor-bypass-Aktivität,7 TSD E P ,5,B02BD
B02BD04,Blutgerinnungsfaktor IX,600 E P ,5,B02BD
B02BD05,Blutgerinnungsfaktor VII,"6,5 TSD E P ",5,B02BD
B02BD06,Von Willebrand-Faktor und Blutgerinnungsfaktor VIII in Kombination,1 TSD E P bezogen auf Blutgerinnungsfaktor VIII ,5,B02BD
B02BD07,Blutgerinnungsfaktor XIII,"3,5 TSD E P ",5,B02BD
B02BD08,Blutgerinnungsfaktor VIIa,,5,B02BD
B02BD09,Nonacog alfa,800 E P ,5,B02BD
B02BD10,Von Willebrand-Faktor,"1,5 TSD E P ",5,B02BD
B02BD11,Catridecacog,,5,B02BD
B02BD12,Trenonacog alfa,,5,B02BD
B02BD13,Blutgerinnungsfaktor X,"1,75 TSD E P ",5,B02BD
B02BD14,Susoctocog alfa,14 TSD E P ,5,B02BD
B02BD15,Octocog alfa,1 TSD E P ,5,B02BD
B02BD16,Turoctocog alfa,1 TSD E P ,5,B02BD
B02BD17,Simoctocog alfa,1 TSD E P ,5,B02BD
B02BD29,Nonacog gamma,800 E P ,5,B02BD
B02BD30,Thrombin,,5,B02BD
B02BD31,Moroctocog alfa,1 TSD E P ,5,B02BD
B02BD32,Efmoroctocog alfa,1 TSD E P ,5,B02BD
B02BD33,Albutrepenonacog alfa,400 E P ,5,B02BD
B02BD34,Eftrenonacog alfa,400 E P ,5,B02BD
B02BD35,Lonoctocog alfa,1 TSD E P ,5,B02BD
B02BD36,Nonacog beta pegol,400 E P ,5,B02BD
B02BD37,Eptacog alfa (aktiviert),"18,9 mg P ",5,B02BD
B02BD38,Rurioctocog alfa pegol,1 TSD E P ,5,B02BD
B02BD39,Damoctocog alfa pegol,1 TSD E P ,5,B02BD
B02BD40,Vonicog alfa,"1,5 TSD E P ",5,B02BD
B02BD41,Turoctocog alfa pegol,1 TSD E P ,5,B02BD
B02BP,Pflanzliche Antihämorrhagika,,4,B02B
B02BP50,"Pflanzliche Antihämorrhagika, Kombinationen",,5,B02BP
B02BX,Andere systemische Hämostatika,,4,B02B
B02BX01,Etamsylat,,5,B02BX
B02BX02,Carbazochrom,,5,B02BX
B02BX03,Batroxobin,,5,B02BX
B02BX04,Romiplostim,30 mcg P,5,B02BX
B02BX05,Eltrombopag,50 mg O,5,B02BX
B02BX06,Emicizumab,15 mg P,5,B02BX
B02BX07,Lusutrombopag,,5,B02BX
B02BX08,Avatrombopag,,5,B02BX
B02BX09,Fostamatinib,,5,B02BX
B03,ANTIANÄMIKA,,2,B
B03A,EISEN-HALTIGE ZUBEREITUNGEN,,3,B03
B03AA,"Eisen zweiwertig, orale Zubereitungen",,4,B03A
B03AA01,Eisen(II)glycinsulfat,"0,2 g O Fe2+",5,B03AA
B03AA02,Eisen(II)fumarat,"0,2 g O Fe2+",5,B03AA
B03AA03,Eisen(II)gluconat,"0,2 g O Fe2+",5,B03AA
B03AA04,Eisen(II)carbonat,"0,2 g O Fe2+",5,B03AA
B03AA05,Eisen(II)chlorid,"0,2 g O Fe2+",5,B03AA
B03AA06,Eisen(II)succinat,"0,2 g O Fe2+",5,B03AA
B03AA07,Eisen(II)sulfat,"0,2 g O Fe2+",5,B03AA
B03AA08,Eisen(II)tartrat,"0,2 g O Fe2+",5,B03AA
B03AA09,Eisen(II)aspartat,"0,2 g O Fe2+",5,B03AA
B03AA10,Eisen(II)ascorbat,"0,2 g O Fe2+",5,B03AA
B03AA11,Eisen(II)iodat,"0,2 g O Fe2+",5,B03AA
B03AA12,Eisen(II)natriumcitrat,,5,B03AA
B03AA13,Eisen(II)polystyrol-sulfonat,"0,2 g O Fe2+ ",5,B03AA
B03AA19,Ammoniumeisen(II)sulfat,"0,2 g O Fe2+ ",5,B03AA
B03AA20,Kombinationen,,5,B03AA
B03AA50,Kombinationen von II-und III-wertigem Eisen,,5,B03AA
B03AB,"Eisen dreiwertig, orale Zubereitungen",,4,B03A
B03AB01,Eisen(III)natriumcitrat,"0,75 g O Fe3+",5,B03AB
B03AB02,Eisen(III)oxid-Saccharose-Komplex,"0,11 g O Fe3+",5,B03AB
B03AB03,Natriumferedetat,"0,17 g O Fe3+",5,B03AB
B03AB04,Eisen(III)hydroxid,,5,B03AB
B03AB05,Eisen(III)hydroxid-Polymaltose-Komplex,90 mg O Fe3+,5,B03AB
B03AB07,Chondroitinsulfat-Eisen(III)-Komplex,,5,B03AB
B03AB08,Eisen(III)acetyltransferrin,,5,B03AB
B03AB09,Eisen(III)proteinsuccinylat,80 mg O Fe3+,5,B03AB
B03AB10,Eisen(III)-maltol,60 mg O Fe3+ ,5,B03AB
B03AB11,Kalium-Eisen(III)phosphat-Citrat-Komplex,,5,B03AB
B03AC,"Eisen, parenterale Zubereitungen","0,1 g P Fe",4,B03A
B03AC01,Eisen(III)hydroxid-Polymaltose-Komplex,"0,1 g P Fe3+ ",5,B03AC
B03AC02,Eisen(III)oxid-Saccharose-Komplex,"0,1 g P Fe3+ ",5,B03AC
B03AC03,Eisen(III)sorbit-Zitronensäure-Komplex,"0,1 g P Fe3+ ",5,B03AC
B03AC05,Eisen(III)sorbit-Gluconsäure-Komplex,"0,1 g P Fe3+ ",5,B03AC
B03AC06,Eisen(III)hydroxid-Dextran-Komplex,"0,1 g P Fe3+ ",5,B03AC
B03AC07,Eisen(III)natrium-Gluconat-Komplex,"0,1 g P Fe3+ ",5,B03AC
B03AD,Eisen in Kombination mit Folsäure,,4,B03A
B03AD01,Eisen-Aminosäure-Komplex,,5,B03AD
B03AD02,Eisen(II)fumarat,,5,B03AD
B03AD03,Eisen(II)sulfat,"0,1 g O Fe2+ ",5,B03AD
B03AD04,Eisen(III)hydroxid-Polymaltose-Komplex,,5,B03AD
B03AD05,Eisen(II)gluconat,,5,B03AD
B03AD06,Eisen(II)glycinsulfat,"0,1 g O Fe2+ ",5,B03AD
B03AD12,Ammoniumeisen(II)sulfat,"0,1 g O Fe2+ ",5,B03AD
B03AE,Eisen in anderen Kombinationen,,4,B03A
B03AE01,"Eisen, Vitamin B12 und Folsäure",,5,B03AE
B03AE02,"Eisen, Multivitamine und Folsäure",,5,B03AE
B03AE03,Eisen und Multivitamine,,5,B03AE
B03AE04,"Eisen, Multivitamine und Mineralstoffe",,5,B03AE
B03AE10,Verschiedene Kombinationen,,5,B03AE
B03B,VITAMIN B12 UND FOLSÄURE,,3,B03
B03BA,Vitamin B12 (Cyanocobalamin und Analoga),,4,B03B
B03BA01,Cyanocobalamin,70 mcg N; 1 mg O; 20 mcg P,5,B03BA
B03BA02,Cyanocobalamin-Tannin-Komplex,20 mcg P,5,B03BA
B03BA03,Hydroxocobalamin,20 mcg P,5,B03BA
B03BA04,Cobamamid,,5,B03BA
B03BA05,Mecobalamin,"1,5 mg O; 0,2 mg P",5,B03BA
B03BA51,"Cyanocobalamin, Kombinationen",,5,B03BA
B03BA53,"Hydroxocobalamin, Kombinationen",,5,B03BA
B03BB,Folsäure und Derivate,,4,B03B
B03BB01,Folsäure,"0,4 mg O prophylaktische Dosis; 10 mg P therapeutische Dosis; 
10 mg O therapeutische Dosis ",5,B03BB
B03BB51,"Folsäure, Kombinationen",,5,B03BB
B03X,ANDERE ANTIANÄMIKA,,3,B03
B03XA,Andere Antianämika,,4,B03X
B03XA01,Erythropoietin,1 TSD E P,5,B03XA
B03XA02,Darbepoetin alfa,"4,5 mcg P",5,B03XA
B03XA03,Methoxy-Polyethylenglycol-Epoetin beta,4 mcg P,5,B03XA
B03XA04,Peginesatid,,5,B03XA
B03XA05,Roxadustat,,5,B03XA
B03XA06,Luspatercept,,5,B03XA
B03XA11,Epoetin delta,1 TSD E P ,5,B03XA
B03XH,Homöopathische und anthroposophische Antianämika,,4,B03X
B03XH20,Kombinationen,,5,B03XH
B05,BLUTERSATZMITTEL UND PERFUSIONSLÖSUNGEN,,2,B
B05A,BLUT UND VERWANDTE PRODUKTE,,3,B05
B05AA,Blutersatzmittel und Plasmaproteinfraktionen,,4,B05A
B05AA01,Albumin,Standarddosis: 1 DE P ,5,B05AA
B05AA02,Andere Plasmaproteinfraktionen,Standarddosis: 1 DE P ,5,B05AA
B05AA03,Fluorocarbon-Blutersatzmittel,Standarddosis: 1 DE P ,5,B05AA
B05AA05,Dextran,Standarddosis: 1 DE P ,5,B05AA
B05AA06,Gelatine-haltige Mittel,Standarddosis: 1 DE P ,5,B05AA
B05AA07,Hydroxyethylstärke,Standarddosis: 1 DE P ,5,B05AA
B05AA08,Hämoglobin crosfumaril,Standarddosis: 1 DE P ,5,B05AA
B05AA09,Hämoglobin raffimer,Standarddosis: 1 DE P ,5,B05AA
B05AA10,Hämoglobin glutamer (Rind),,5,B05AA
B05AA51,"Albumin, Kombinationen",Standarddosis: 1 DE P ,5,B05AA
B05AA55,"Dextran, Kombinationen",Standarddosis: 1 DE P ,5,B05AA
B05AA56,"Gelatine-haltige Mittel, Kombinationen",Standarddosis: 1 DE P ,5,B05AA
B05AA57,"Hydroxyethylstärke, Kombinationen",Standarddosis: 1 DE P ,5,B05AA
B05AX,Andere Blutprodukte,,4,B05A
B05AX01,Erythrozyten,,5,B05AX
B05AX02,Thrombozyten,,5,B05AX
B05AX03,Blutplasma,,5,B05AX
B05AX04,Stammzellen aus Nabelschnurblut,,5,B05AX
B05AX05,Granulozyten,,5,B05AX
B05AX06,Leukozyten,,5,B05AX
B05AX07,Vollblut,,5,B05AX
B05AX10,Sonstige Blutprodukte,,5,B05AX
B05AX40,Sonstige Blutprodukte ohne Pharmazentralnummer,,5,B05AX
B05AX41,Erythrozyten ohne Pharmazentralnummer,,5,B05AX
B05AX42,Thrombozyten ohne Pharmazentralnummer,,5,B05AX
B05AX43,Blutplasma ohne Pharmazentralnummer,,5,B05AX
B05AX45,Granulozyten ohne Pharmazentralnummer,,5,B05AX
B05AX46,Leukozyten ohne Pharmazentralnummer,,5,B05AX
B05AX47,Vollblut ohne Pharmazentralnummer,,5,B05AX
B05B,I.V.-LÖSUNGEN,,3,B05
B05BA,Lösungen zur parenteralen Ernährung,,4,B05B
B05BA01,Aminosäuren,Standarddosis: 1 DE P ,5,B05BA
B05BA02,Fett-Emulsionen,Standarddosis: 1 DE P ,5,B05BA
B05BA03,Kohlenhydrate,Standarddosis: 1 DE P ,5,B05BA
B05BA04,Proteinhydrolysate,Standarddosis: 1 DE P ,5,B05BA
B05BA10,Kombinationen,Standarddosis: 1 DE P ,5,B05BA
B05BA11,Glucose,Standarddosis: 1 DE P ,5,B05BA
B05BA12,Fructose,Standarddosis: 1 DE P ,5,B05BA
B05BA13,Sorbitol,Standarddosis: 1 DE P ,5,B05BA
B05BA14,Xylitol,Standarddosis: 1 DE P ,5,B05BA
B05BB,Lösungen mit Wirkung auf den Elektrolythaushalt,,4,B05B
B05BB01,Elektrolyte,Standarddosis: 1 DE P ,5,B05BB
B05BB02,Elektrolyte mit Kohlenhydraten,Standarddosis: 1 DE P ,5,B05BB
B05BB03,Trometamol,Standarddosis: 1 DE P ,5,B05BB
B05BB04,Elektrolyte in Kombination mit anderen Mitteln,Standarddosis: 1 DE P ,5,B05BB
B05BB11,Physiologische Kochsalzlösung,Standarddosis: 1 DE P ,5,B05BB
B05BB12,Ringerlösung,Standarddosis: 1 DE P ,5,B05BB
B05BB13,Ringerlactatlösung,Standarddosis: 1 DE P ,5,B05BB
B05BB14,Ringeracetatlösung,Standarddosis: 1 DE P ,5,B05BB
B05BB53,"Trometamol, Kombinationen",Standarddosis: 1 DE P ,5,B05BB
B05BC,Osmodiuretika,,4,B05B
B05BC01,Mannitol,Standarddosis: 1 DE P ,5,B05BC
B05BC02,Harnstoff,Standarddosis: 1 DE P ,5,B05BC
B05BC03,Sorbitol,Standarddosis: 1 DE P ,5,B05BC
B05BC51,"Mannitol, Kombinationen",Standarddosis: 1 DE P ,5,B05BC
B05BC53,"Sorbitol, Kombinationen",Standarddosis: 1 DE P ,5,B05BC
B05C,SPÜLLÖSUNGEN,,3,B05
B05CA,Antiinfektiva,,4,B05C
B05CA01,Cetylpyridinium,,5,B05CA
B05CA02,Chlorhexidin,,5,B05CA
B05CA03,Nitrofural,,5,B05CA
B05CA04,Sulfamethizol,,5,B05CA
B05CA05,Taurolidin,,5,B05CA
B05CA06,Mandelsäure,,5,B05CA
B05CA07,Noxytiolin,,5,B05CA
B05CA08,Ethacridinlactat,,5,B05CA
B05CA09,Neomycin,,5,B05CA
B05CA10,Kombinationen,,5,B05CA
B05CB,Salzlösungen,,4,B05C
B05CB01,Natriumchlorid,Standarddosis: 1 DE P ,5,B05CB
B05CB02,Natriumcitrat,Standarddosis: 1 DE P ,5,B05CB
B05CB03,Magnesiumcitrat,Standarddosis: 1 DE P ,5,B05CB
B05CB04,Natriumbicarbonat,Standarddosis: 1 DE P ,5,B05CB
B05CB10,Kombinationen,Standarddosis: 1 DE P ,5,B05CB
B05CX,Andere Spüllösungen,,4,B05C
B05CX01,Glucose,Standarddosis: 1 DE P ,5,B05CX
B05CX02,Sorbitol,Standarddosis: 1 DE P ,5,B05CX
B05CX03,Glycin,"Standarddosis: 1 DE P, U ",5,B05CX
B05CX04,Mannitol,Standarddosis: 1 DE P ,5,B05CX
B05CX05,Heparin,,5,B05CX
B05CX10,Kombinationen,Standarddosis: 1 DE P ,5,B05CX
B05D,LÖSUNGEN ZUR PERITONEALDIALYSE,,3,B05
B05DA,Isotone Lösungen,,4,B05D
B05DB,Hypertone Lösungen,,4,B05D
B05DB50,Kombinationen,Standarddosis: 1 DE P ,5,B05DB
B05X,ADDITIVA ZU I.V.-LÖSUNGEN,,3,B05
B05XA,Elektrolytlösungen,,4,B05X
B05XA01,Kaliumchlorid,Standarddosis: 1 DE P ,5,B05XA
B05XA02,Natriumbicarbonat,Standarddosis: 1 DE P ,5,B05XA
B05XA03,Natriumchlorid,Standarddosis: 1 DE P ,5,B05XA
B05XA04,Ammoniumchlorid,,5,B05XA
B05XA05,Magnesiumsulfat,Standarddosis: 1 DE P ,5,B05XA
B05XA06,"Kaliumphosphat, inkl. Kombinationen mit anderen Kaliumsalzen",,5,B05XA
B05XA07,Calciumchlorid,Standarddosis: 1 DE P ,5,B05XA
B05XA08,Natriumacetat,,5,B05XA
B05XA09,Natriumphosphat,,5,B05XA
B05XA10,Magnesiumphosphat,,5,B05XA
B05XA11,Magnesiumchlorid,,5,B05XA
B05XA12,Zinkchlorid,,5,B05XA
B05XA13,Salzsäure,,5,B05XA
B05XA14,Dinatrium-1-glycerophosphat,Standarddosis: 1 DE P ,5,B05XA
B05XA15,Kaliumlactat,,5,B05XA
B05XA16,Kardioplege Lösungen,,5,B05XA
B05XA17,Kaliumacetat,,5,B05XA
B05XA18,Zinksulfat,,5,B05XA
B05XA19,Kalium L-malat,Standarddosis: 1 DE P ,5,B05XA
B05XA21,Natriumcitrat,Standarddosis: 1 DE P ,5,B05XA
B05XA30,Kombinationen von Elektrolyten,Standarddosis: 1 DE P ,5,B05XA
B05XA31,Elektrolyte in Kombination mit anderen Mitteln,Standarddosis: 1 DE P ,5,B05XA
B05XB,Aminosäuren,,4,B05X
B05XB01,Argininhydrochlorid,Standarddosis: 1 DE P ,5,B05XB
B05XB02,Alanylglutamin,Standarddosis: 1 DE P ,5,B05XB
B05XB03,Lysin,Standarddosis: 1 DE P ,5,B05XB
B05XC,Vitamine,,4,B05X
B05XC30,Kombinationen,Standarddosis: 1 DE P ,5,B05XC
